title,link,date,source,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,classes_str
AI Insight: What happened in AI’s biggest ever week?,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSVZpSjJ2b3FzNWRLUmlWSWxCalA1YUpCZEdKaEtfZjNpcWNDWlZMeFViMWhmTkNFaEJRUENBelFZeTlNMUI5cGJ3MGFTblZfUThKNHExejFJQTdSRnB4SXd6SzVXNTlIbU5lWnJla2hoM2JncGFRQ3E0c29wYUd3eFZCM1huemt2VElMVHEzN0pGT202QUN3dmpESDBKRWxaREhvN1pn?oc=5,2025-09-07,InDaily,62,11,Sunday,September,2025,3,True,Cognitive & Decision-Making
AI godfather Geoffrey Hinton says a girlfriend once broke up with him using a chatbot,https://news.google.com/rss/articles/CBMilgFBVV95cUxNVlJzY0I4MUppLUQ5UnlvZkdqMmpyU2JSeXd4cFQ2TEpBd2FUV0FCdGtxdFh3RFZkTnF3MndNandaQlJiYndwWjB4U2l4MVhXd1lvSGJHNmFLTHdpbXVZQkp2VU9mUGVwLXJjNjkzMmM3M2YxLTl0aEZSLXYtdFl1dkxsQzVvNUlzWWVOYU5JV2Y0WHpJNUE?oc=5,2025-09-07,Business Insider,104,18,Sunday,September,2025,3,True,Social Interaction & Relationships; Technology & Interaction
"Build Course Materials, eBooks, or Newsletters With This AI-Powered Content Generator",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNTThuMkV6NkZZeTdMZnF0bzZaVWVHYnowejl4Y3c4bkdMMkYyRkpkbXhuSnlLU09ENm4zZWNNX1JiSVFDNTJzZl9rbjFYRWxZa1czcHZ1RVJ3QTF0SkgzcTQxQ1E5UFFJWlZ5WDBKNi1wNlVPNXNfbjlsU1RMdkE1Um1MQnN1Nm5ib19IaUVub0R6SjRVYnloTjdKV1FDSVlEOExNLVUzaE5vQnliQ1BnXzJtRHJkSjBOMGszbnh4UC1QVmlrRXg2ajRlYjhsM3ExRFV0ejFRVUR6WlhuZWc?oc=5,2025-09-07,PCMag,93,13,Sunday,September,2025,3,True,Sentiment (Positive / Negative Feelings)
The Complete Guide to Using AI in the Financial Services Industry in Canada in 2025,https://news.google.com/rss/articles/CBMi7AFBVV95cUxNb0NJQUQybWkyWmFWZV9UbWY4OXp4cmRIMFNWZjVua2JsR2h5VWlIYndOb01RY2NyR2N6T2dFRkVDMUdUT3pBME5VTW9SOUVWd211by1BVENSaW5DZ2VNb2lsdXcyaTQ1bzhpRHJPMVZIdV9SUFlORTBZUlpsU3c1LXdYNVRaeGdDaUxMVkxaVHNJZEpaSnhKN3hjNVBJRHRHX3VKWFE5dWlGWU1CZ3J5Q0tzV1ZhUzF3U3hIMnhvbnE1S2xRTXY5YzFmUEZ0dS16azE3STNUT3BUMFlWQTFDSzNxUEY4SGNkMU90ZQ?oc=5,2025-09-07,nucamp.co,95,17,Sunday,September,2025,3,True,"Work, Jobs & Economy"
Top 5 Jobs in Retail That Are Most at Risk from AI in Switzerland - And How to Adapt,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQNDlNYjFBYi0xdzZ3NUNmd0xvYnFnYTAzZmNBcTRwZXJqRl9VRGFBV21qOFV1Tko5aEMyNFhWcDVPa2tYeXRIUkdBWlBKUVhweFZCS19QTVkwOE9jSzlraUhRV3pvTVVYOGo5cFNRd1dFVG95cVRScUJrX2lWdlBiMWJ4UmRsRlBHRGN2TzRRTS1nZ2ZMUk9zSGkxVkI4TWFyYW9pR1JHaEdvbjJjVlNyV2ptT3pSQ3p4Zy1FNG5VdFVXZXByYm5fRWxDdTktQU9MTk9sQm9mSkxhbTFNTFluSE95UQ?oc=5,2025-09-07,nucamp.co,96,21,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Health, Safety & Risk"
AI helped older adults report accurate blood pressure readings at home,https://news.google.com/rss/articles/CBMipAFBVV95cUxNM0JFYVVISUxlczFBMFVMQVdEbGphdmVmam1NMDA3c3gyYnlOV3pVb0laY1EyZFFFMEtjQkRWMFRnN2RnRnRYT3E4YkN6Ykc0THVIX3JkTHM5NnUxZUY3b3BUblpFV09FRXN2cmw1dEpmU2hvaEkyVVBhQUR5RlhEVTY0a0NsQmxQcU1tN0RZdGpoYnJlRWxTQWpkcUhlUWh6VlYyTA?oc=5,2025-09-07,www.heart.org,86,13,Sunday,September,2025,3,True,Sentiment (Positive / Negative Feelings)
AI Adoption Rate Trending Down for Large Companies,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNR0tVbFhpRkZKM0ZLR1BCaTNmVlZiMl9HRmZlNHdsdmJHNFhWUGVsZTIxbjRUdVBZYm1nMkEwbmhCXzA4ZUJRb0xzUHJQSUxySEdqdjhBMjc3NVRaZllOYmlHcmg2Q1RxLWV5ZmRqSW5kdTNzNWJ2Y1RuU3RKZVdzTENnTVpQWC1w?oc=5,2025-09-07,Apollo Academy,67,11,Sunday,September,2025,3,True,Technology & Interaction
Someone let AI fully-control their stock portfolio: here's how it did,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOZXlsQmRzZWdCTVJXd1FWdkl5MUZGWGJEeGV1YXpxQUtKWFpFclRoc3Y1Y3FfYzRjT0dQbXU5d2xOTDRsS0xGaXQ4U1I3V21oNjJhNFRQTHB2eFdEU0RvREZEYWswOTBlaS1oVGk3QkVpNDBoclkzSWo2UGtMWDVIZjRXMUVsdDQwTjBNZnhod2RNOG13aFBiNHE1OUNValpUcC1abC1fQk16THlEbEFMQ19LNTFOSjZa?oc=5,2025-09-07,Switzer Daily,85,14,Sunday,September,2025,3,True,"Cognitive & Decision-Making; Society, Ethics & Culture"
On GPS: Is AI a threat to education?,https://news.google.com/rss/articles/CBMigAFBVV95cUxOeFhlZ0NBemkyTWR2U3Z1bThSbFhNV2w0bnllMTB2NGFRY2xrdWFRRVF4RzItNTk5M3BPQmJDZkNfajllTkJ2ZThwd0liWEFjUUM1RHRGckQ3UGtFbGtfM2NlRzdZVlFWOWJ1c2VlcDFDVWdMbS05b0NRN3h1Y3ZqUw?oc=5,2025-09-07,CNN,42,10,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Learning, Knowledge & Education"
AI-powered maritime safety startup ships $20.7 million Series A,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNYy1rcTVKZVk0Umg0WDJQV2VVVmJLRHpCRVBmZTYtY0ZEZXhDZFVuRkhvX1lUQ3phY1pNUGs4c0sza0dyWGtuX3VsT0F6bnBxcWJiYlhRc2pGRjFLWnc0UFc4YWxsTDBfS3c2SEo2NjZPMFk0dVA1T0tobGlGeDEwVVVDcmZLa1lBMnF2RDMwQldzMGEwMnZDUHJZMGFROGNrdDdsSnltREtzQQ?oc=5,2025-09-07,Startup Daily,79,12,Sunday,September,2025,3,True,"Health, Safety & Risk"
"AI shakes up the call center industry, but some tasks are still better left to the humans",https://news.google.com/rss/articles/CBMivAFBVV95cUxPb1YzQjZQQUl5TC11VVNzSVZaUE1SSTk5VzhTbXJhQzE2OUxHNHpoX2s5YTNlOElhRDRkY0FYRHhvTHk0UDNiUHZZY3ptbzBCY0MtRmg0SWN6S00tRkVqY1Y2NmdPa3IxVk5RRl9UYTdQcGJqLS1LYVRNeFV3UXV5MFlDcTV3dzd4OGgwRkpScHJlTV9UNlhLYVhXb3VjYmVUMEU5TzVqSHVFSEdWRTR1eXN1S25nMUptSlNlZA?oc=5,2025-09-07,AP News,99,20,Sunday,September,2025,3,True,"Routine, Lifestyle & Behavior; Work, Jobs & Economy"
Will AI Choke Off the Supply of Knowledge?,https://news.google.com/rss/articles/CBMiigNBVV95cUxPbjNMdEhSdTl4M1BrYVhMbkZaaVY5SE5udERTRC1rNVVYRUc1dmZUV0xPWTlRNlEzTWRtdk44R29mYkhfOEplUExkbXU4RGVnYkZ4T0o1NnVwNUd0MXBQR0MxQmlmaHJhUURtS2V3ZEUxby1QdHkzcjBBUjBHVjRHSVMwalNLQ2FWSG5mQ3pVb19tRG5OM1NNMEZWcy15V3FwVU16N2FzSmhkQ2VqU0lxUm1iZUlJcXJkeURNbFR4RjF3V3JmaXozdlBONFN6SmctRWJwOU5qTEozNm9sdV9hUHB0R2F6cXZfX21hNGJ1YjJISjVxMUNRWjViMkhLd3NYRzhvcWRMM1lGRWNrMWh4UW9CTWtuMlhpRU1udk43UGwwaksydFhKY3VscjczVXZNZWFOalZqSDU3R0R2TkdjdTlqMXI0QzJfTHJQeS13WEp6Skt0bFVKV1ZEaTM3Q2p3SDBUMUpsMW52N2N6VklSUmd0U2FNMnFtcXNSNEpMbjJIY1puUy14dlF3?oc=5,2025-09-07,The Wall Street Journal,68,13,Sunday,September,2025,3,True,"Learning, Knowledge & Education"
Fantasy or faith? One company's AI-generated Bible content stirs controversy,https://news.google.com/rss/articles/CBMif0FVX3lxTFB0MDhZbWNJSGhLUjZZZk42Q01rUWp5NDlLWThXVldyS0ptLUNhejFDcGxHQ1NTa0g2STZvUTFySm1QdnFSWkhXUlpBZ1VTOS1YSkRyQXpUNTEtWEVhOXVJNXduUGowUWQ4SGVId3JWY19QMXFRekVnajdCc3NzQlU?oc=5,2025-09-07,NPR,82,12,Sunday,September,2025,3,True,Sentiment (Positive / Negative Feelings)
The threat of 'superhuman' AI has sparked hunger strikes outside the offices of Anthropic and DeepMind,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNakdLcDAyMWdCNFJXallVV0pFb2RCZUxFakhQNVBsQzk3OFNlUWVKMkNDMDE3YXBvLXEwX0cwQjhtTGg0OGxRWFdYRDFBRVpmTjVvdmtWTk14RUtqbTNfaTJWTzJvQW9tX2ZkMEVxOG02X0Z5Sl9lMWJIY0lsZlJxNGtFX3JscW1q?oc=5,2025-09-07,Business Insider,121,19,Sunday,September,2025,3,True,Sentiment (Positive / Negative Feelings)
Ranked: AI Chatbot Market Share in 2025,https://news.google.com/rss/articles/CBMic0FVX3lxTE91ZW5aT2NBMFdBUUR5ekhFR21OMENrQ0x2SWtBdXNaandiZ0Z1N1A0dmRXN2Q0cFRpZFgxalZOdjA0VW9KRVpHOTRHeEs5dnVITjlkUjZfLU1IRTVrTWxuc1hkTFpvMmh6ZlozM3RUVUQtd0U?oc=5,2025-09-07,Visual Capitalist,59,10,Sunday,September,2025,3,True,Social Interaction & Relationships; Technology & Interaction
Does Google AI make the Pixel 10 a game-changing smartphone?,https://news.google.com/rss/articles/CBMitAFBVV95cUxNZVRWMFFRLVFzbTlyMFRwdjZwZFdodXowT1pTRW1jOVBUdVk5UmJEZnI4UE4zOTY4UGdXODhGcF8tRFlmM3FKa093cXJydUtlLWJsQ1Y5Y05GLW9ldXA5NFk3WWZncFlVaURlQVR5azEwMktKenNvQzlSc1lKRVA4MnpEY2ZGX1lqUzBzYld5NFBVeVl1dnI0VnFfVWpzWFlNQy1NeTRteFBRNWZBa2g1bDhGclo?oc=5,2025-09-07,The Sydney Morning Herald,88,15,Sunday,September,2025,3,True,"Routine, Lifestyle & Behavior; Technology & Interaction"
Regenerative Intent: How AI Can Heal Instead Of Harm,https://news.google.com/rss/articles/CBMirAFBVV95cUxNVkJYc1FKelJyTFBmc0k5V043bVo0UVVpX3lPVGlHOGNQT2FGQjBWdlU0akRyWEc3eF9YU2hPWjd2UzFBbUtjY282cWdMU3BEOUNnQ3NpUTd6dThOcWl5T0RmaUliZjRwT1R0SHZiT1d1MDNwQ1NxenFEb1Y5Z0JOU3c0MlVJdnBtTlFVXzV1VFFNelEtNDVmanJuSTB5a2kzZjhQR1hGTll4Y1ll?oc=5,2025-09-07,Forbes,61,11,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Health, Safety & Risk"
"OpenAI Restructures GPT - 5's ""Soul"" Team: Asian Female Leader Transferred, AI Hallucinations Culprit Self - Revealed",https://news.google.com/rss/articles/CBMiU0FVX3lxTE0wX25DQ3VuMDJmUkxGQy1UM1BiQ1dPTVFkdS02R0pENERtOGFxaXBxbmlIRE95MERONmxXNXhxZmItX0VYSWVPaFktM2NJYU9keHFv?oc=5,2025-09-07,36氪,123,19,Sunday,September,2025,3,True,"Creativity, Expression & Identity"
How AI Is Helping Government Companies in Canada Cut Costs and Improve Efficiency,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQRGdPWDVoWU1IdnZ2cGNpYklKQmE4UEJ2c2wwUkVXSWVCNEp5dEIzNi1QTXVlbW5wUWlDMUNVSnB5bk9JOXBSYm9uQ2Q1VTB0RFZNR2x0bmE4SEFUR1g1eW1PaDdUTUxtdU1JMGZzN0FraVJzQVhPRlc2SHdLVmZIWGthY3BEWldpRlE4RXJUc3ZNZDFGaldDU2Q1ZG5Od09PeUphVmJmNWhQVUxyRDJDa3c2Y1RLM2NoSWRWeUtqTXlZNXJFRG95cXlGb1RCZzFlNXRsZDNBUkFocmFHSnFV?oc=5,2025-09-07,nucamp.co,93,15,Sunday,September,2025,3,True,"Routine, Lifestyle & Behavior; Work, Jobs & Economy; Society, Ethics & Culture"
"Protecht Announces Cognita: AI Built for Governance, Risk, and Compliance",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQeDJPaFVzc2UyYjl6YzRSR09kN2locHZqcTRtVG5MM0dzU3U0Z0tnc2EtXzhaNnY5NnFxUUg0VTVoeGdjUGE2R1VhdWVkdnZieWpYVTY5THpEMEpCSHlhQXgwVXlSSUpNa1BkSFNMRTJCeW9uSzdKYUR2azZ1Y2lmRFZoQjIyUktq?oc=5,2025-09-07,Yahoo Finance,89,13,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Health, Safety & Risk; Society, Ethics & Culture"
"For Pete's sake, what does AI think of the play that haunts Seattle Seahawks fans — run or pass?",https://news.google.com/rss/articles/CBMivwFBVV95cUxQYXJhajZJWEpUNEt6YlNTYlRraHZCMVlaeGczTzBTTEt3bXZMXzNRN3hPU2tkWlRaNl9wZzZ4RlV0Y2ZlVnpkUnhXN3p0ZFk5NVJkUmpWTnZjLUl3dllQeENMMHp3bDIydmZtV29OQVRRelFLY09TWlV2SG5kYTJIU1hxeVVuMGtaR3NSeWtWN3RfNWlBSEotbFJfVWxxbW1ITDN1MHc4YzFubkpHdXhrWEx4U3NtUmpUSmwtVDl6VQ?oc=5,2025-09-07,GeekWire,107,21,Sunday,September,2025,3,True,"Routine, Lifestyle & Behavior"
Prediction: This Undervalued Artificial Intelligence (AI) Stock Will Be Worth $5 Trillion by 2030,https://news.google.com/rss/articles/CBMimAFBVV95cUxPRDAwWE1oOGNvS2w3LTVRWVViZ0Z2bjY0Y0xZcEdDdm8zM1lDMFVMXzZ2dGtmUXRIN0J0a1Z2Y19JcjdqT1hfZWkxWmlfRG9RUWdMYkxJQXJJRUZKTnpOOFprVTZEQzZhcnBCTmxqSklQT2I1SkE4TXc4S3BTSTlEMzMzVTFWYXRpVnlTeUZ2dXNkcnhOcGZ4OA?oc=5,2025-09-07,The Motley Fool,115,18,Sunday,September,2025,3,True,Cognitive & Decision-Making
We asked AI to name best Pompey players of all time - and results were interesting,https://news.google.com/rss/articles/CBMi7wFBVV95cUxNZDc0NDRWTDhMMEc3VWVvMUZ6cDFxbzFBTFNqOXY4MXhoaUtBVndKOTJtSk96eVB1WVVaRjNLR0RYWXdncHdWVnVSMkVxSVdualVPT3Z3OW9LN3lyOXBBWC1ZazFUVDB2eF8wZmkwMmpMUTNYeU9CbWdwaU5kQWljMlhJSERfcUpIck83THJhczljdmNqelNLa0ZtSzlkUDM2OXUyRlk5UWlOVnVsejM3RzhkR0JEWS1XOEt2MkQ3dW5PLS1PMWJua0JSaVVFT3c3dWxTdGRESGdRMWlUTXhtWlktWHBxUXRHWDhaRGZ3bw?oc=5,2025-09-07,portsmouth.co.uk,101,18,Sunday,September,2025,3,True,"Routine, Lifestyle & Behavior"
The Complete Guide to Using AI in the Healthcare Industry in Finland in 2025,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNMlpZWWJzanRiTEU3bGV2QlJpejdFU1BCLUpEelAxWVZoZTFYcTIzNllKN2diSGZUWEZRU0J5YmtjLWJEWjdCTnJhaWNuc2pnUUhnRE9GeW10dnZrZGs3SGZSLVpUX0s2M1Ryb3pvTzdTZnFEQlhJTFA3TC16S1dTY2VOSEQwR2dIODJnRklKSkV1M2NValR6UVExREktZHZDTHRHd05yUm1UbDVtSlUyY0xBYk5hQkZiRTY3WU4yLW5ZTG82QlpTV0F4WXZWQ0Z3c3hILWpIMDZRQQ?oc=5,2025-09-07,nucamp.co,88,16,Sunday,September,2025,3,True,"Work, Jobs & Economy; Health, Safety & Risk"
"Work Smarter, Not Harder: Top 5 AI Prompts Every Legal Professional in Fiji Should Use in 2025",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNakJhdFNJSkJ4c1IwZFZkWGxKZjlBOFlKYWQwU1d0amhhZXRwd0hKMG9uYjdYM0NocjZfMzZtLWo0Z3BtRWYwT3JqLWswWDFCQTFMbmVFNUFMajNJc3dzOVROakNCMVFYdHhXUWJTOXZsSWFzZWVkTWM0cFpSS0x3RWRGMVA1TzcwWS13dXNRZ3VFRDNXam5JdEs5SjhXMUlpZkY5VjhuOW9nNndBWHh0c2R4SzY2TzFjeEJQZ0hQazJNVmhxLWFiT3FFTGlyUHhwTm9Kd05hR3EyeVM3TmxoMjFHT1E?oc=5,2025-09-07,nucamp.co,106,19,Sunday,September,2025,3,True,"Work, Jobs & Economy"
"Google’s AI cites web pages written by AI, study says",https://news.google.com/rss/articles/CBMiekFVX3lxTE1DQkNESk1WRU56VTRuUmtSb1ZVSFJyTllwbDVEa0NlWkxKckRuY19IdFBCX1dET19jRU5ObEg1MEYtVnM2ZUpUd2RxU2h2c0lLQ1dfUDBJVEtuRTBsSVpGNDJoR1BpMV9paWU0TWtZZzVHdEczQ1FnUHl3?oc=5,2025-09-07,theregister.com,71,12,Sunday,September,2025,3,True,"Learning, Knowledge & Education"
‘All in School’ brings AI to classrooms,https://news.google.com/rss/articles/CBMimAFBVV95cUxQUmUtSnpkYzExemMxYTZpbHZUR0JVT3lZNlExSUVRZVZFcVdoaGcyV09hM19TdjNQbERCVnZlR0JXdU9xZ1k0MDBoS0I4NTlxbG0yTnJEYms4SVlPNXM5RlA0dG1QN3YwVUpvYXBpanZvREd5RjRnVUpKeXJtVlQ1cmdKdmpmWDkydUF6TEUyck5RVmwxUlZwcQ?oc=5,2025-09-07,eKathimerini.com,58,9,Sunday,September,2025,3,True,"Human Roles; Learning, Knowledge & Education"
Goodbye to surprises—thousands of users are looking for ways to disable WhatsApp's AI for privacy and error reasons,https://news.google.com/rss/articles/CBMicEFVX3lxTE9JVFZ2TkhFT3VhLXFvR2JCSjhnNFpqN1loTS1GdVp1aktkZnQzNEM3U1d5a3F0Wm5nYTJzc2lqX2tONElKSEhVVWlLNF9uNmM0SW8wR3JaMkFSV0RJTXV5Y0RVRmJBSVppR3pLS3ZiUUc?oc=5,2025-09-07,Unión Rayo,128,21,Sunday,September,2025,3,True,"Society, Ethics & Culture"
Why Agentic AI Will Power Stablecoin Adoption,https://news.google.com/rss/articles/CBMiowFBVV95cUxOOWQzQVNhZGRGUUh2Q3M2Z3Q3c3J0TUszUllFcTdNaURwOXBGNU9QMi1FNVprS3N2V2dMM1paTUloaU9yLUVUeEFzV0YyOFFZcmFWcDNiZGxpczV4LUxEZmxSRTFBRk1kcGhjbEF4SXpWbDdBekRDdklpRWRZR0NtNjFwbVpGTnFSa1dtaFotZU5naENwNUhOcXF4NlZIRkh0OGc0?oc=5,2025-09-07,Forbes,54,9,Sunday,September,2025,3,True,Technology & Interaction
Indian-American Google techie says AI has changed the job of a software engineer: ‘Turned days into hours’ | Hindustan Times,https://news.google.com/rss/articles/CBMi-gFBVV95cUxNSE1EVHR6S3REVlhMTVhMTzItay1scTZtZXdzTGstUnJkTHhIRzV4a2hkdHdDY0tWY0MzX2tzMVRUYUZjcFIwSGlUd191R0JWTEtnV0FreWxGWGNueTlPajZwVWdDX0p0bzJ2NGUwTUdST2Q5Tm5zZDBmQmxFaFktdVg5SDh4OWFjY2FDbl9PQTlxQ1dOUDBnUUJuemxpTzF6RkxSaW5tRGFFNlRFNjd0NWtvREJURkRkVDdENzFyWTdYYXJIeTNmQmhjb0hERlNvbGYwRktKclVMQmtIRHdOR19rWEpfQ2hWWXdLUVNDUGF0bHlQd0ZTbjRR0gH_AUFVX3lxTE42LTZxQUZXRkZHeDhCVWRkNFhNT2tIa2NXcndFRmVTTkNiTGNRUmRhUC1RVllkejc3b0ZmZjBwNkhzTGJlazc3QWVxSDBIVjJZY0pVRWpBNHJPSFQxVjlnXzJWMjNYcVBnYk9VSWp1bU5mbHNNR3pVT1lRV1p2UFdnVERqRlRjeldLeWtVOE1GQmgzUnMtWFlDS3RpMDZHYklyZlJJeVVISXFpS0pPRFJ3ZUVQbkxGQXRTTm1CUUhFMC1ONGt4dmZEVTNkUGJDQk9uQUE0YnlkcktYeUpFc0FneXc5UVNpcmlRZFFYUHVkNFRoQ0NEbzdxUk1uWm5kdw?oc=5,2025-09-07,Hindustan Times,142,23,Sunday,September,2025,3,True,"Work, Jobs & Economy"
ScienceSoft to Give a Presentation on AI-Powered Patient Intake & Triage at World Health Expo 2025,https://news.google.com/rss/articles/CBMi6AFBVV95cUxOa3hZR0tHR1F5djk3b2czWWo5YlRQdVdVRlFkbjVMZXkxWkEtTFVCVjIyVWJvVjlFX0M1V1FXUWNLWC1tTnkyaGd5bl9uaTc1NmVtV0NUWlhuUmliazFmcFF3bFJ3Q2d0R1BiMHA1QWNGbGlSQ2prWENURkdzVDRUSVVMbnFnbzc1UkF2ZW9XRjFTc2tKQUFfVjZfM1V1b3RZSjZqbkZsbkFkcGFmVkxfeENHZW5sWTQ2ZjI4MFQ0R2VBWXlac0dKaFpDdnFvVE9yOVVwNDB3RW9GLUp1eFR5UE9KNDBZa05V?oc=5,2025-09-07,Business Wire,114,19,Sunday,September,2025,3,True,"Human Roles; Health, Safety & Risk"
"Developers Use AI More, Trust It Less, Stack Overflow Survey Finds",https://news.google.com/rss/articles/CBMikAFBVV95cUxOZElSZEUwZkdhZGxUTkc1a3BUZy1kQkxqSmhtSkZ2RkdaUHJxMi1jSnQ0akExMFEtZDZnZExUNW9PTDdYOEJtWFVpT2xTMHE2YzQ3LTc2OGh2ZndQOXlIR3duUTVfWlJqS0xfNlZCT0NqeHNxY0NDbTliTGpHcnlHMXFNT0JQWjZ4ekl4SVFlX3c?oc=5,2025-09-07,HackerNoon,79,13,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Emotion, Motivation & Well-being; Social Interaction & Relationships"
"I will make the best use of artificial intelligence (AI), work as AI, and transform it into a compa..",https://news.google.com/rss/articles/CBMiU0FVX3lxTE05b1J5SlFsQmtCUTlUS2tIUGpYVDBYRi1QTUd3ZWF2bnAxcVNHQThSaE9vQ3NMTkxESER3Rk9UUDhVRmFwbXRKMjRDTFI4clRkS3dn?oc=5,2025-09-07,매일경제,108,21,Sunday,September,2025,3,True,"Work, Jobs & Economy"
BRIDGING THE GAP: The need to use Artificial Intelligence tools in lesson planning for students and teachers,https://news.google.com/rss/articles/CBMizwFBVV95cUxPSjdueV9sX2d0TjJzY0dxb2t2VS1SanFyZk9vYUQ4blVlcnBtM2hNdkhXQjl3SW9lVGMzamlPbDhsdVlwM1h3eWVEZGdRTkFCTE1RUS1HMGNYQlB4WHVKM19xYnZWSWMyZlM1N3VteFF0cEYtLU9kVWt0d2xrdFBTaVp0ajFERjNaNlBmczR1cmRwaDFIZ0dJWlNwbUlRTFBOeUhIVG1MdHNWNzF3akVRNmJ5cXBEQjBMTUhQOVk1SVhWNGtuSjZWT29TYXYwbUU?oc=5,2025-09-07,Northlines,121,19,Sunday,September,2025,3,True,Cognitive & Decision-Making
Harnessing AI and Earth Observation Data for Climate Resilience and Universal Connectivity,https://news.google.com/rss/articles/CBMizAFBVV95cUxNRUpGNzk2czVlUzRUdjk4QU5icjJMWE04QWpIVmtGZ3QzNUgzV1c0MzNLUGY4MVp5OUpZVE9lZWhTQ3lPX250RGpvTXNlWGFpdUxFWFdjbjlsSENGbnJLSXEzZUpDUmNFbWhKS0htcy1CaTkwTVYxN2ZkX2QxSXN5cHNNZ3VxRUFQQ2huS29tR1lwUC1NbUhQbHdxYmQ4VWdNVHBacmRnc0Uxd2tkUFpFdzhEM2lKeWplR0xZSnVuLVRmQmVvVlNuRFlncDg?oc=5,2025-09-07,University College London,118,16,Sunday,September,2025,3,True,"Emotion, Motivation & Well-being; Health, Safety & Risk"
The One Skill You Can’t Afford To Ignore As AI Reshapes The Workplace,https://news.google.com/rss/articles/CBMivwFBVV95cUxOcHhybmpSRWdaWEhlbXFjcXhGb0EyVjhCZXpCVEFnbDVqaFo0bjN2cEszazF4ajZESjRkYkVERkFvRzRIQjM4VlY0WTI5Z0wxeTRuSlNKRml2VlFtdW0yZ25vd0owak9pTG5rX2RUU2ZZTEpVcF9vTDAxRW5iUl9aWVJnUng1dTFOY0FuSmY1UUJVODJ0cHhwUGI0Um81VjlRYjFvZ2FzekNfMVBtNTNIcndYQXVlazkwc2phWnlVMA?oc=5,2025-09-07,Forbes,78,15,Sunday,September,2025,3,True,"Work, Jobs & Economy"
Trump's Artificial Intelligence Policy: The Dangerous Gamble of Unregulated AI,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1YaGY3TjZfbEF2WkM2T0VlY0VUWWJPRG1VUlZsYTBOaEdjRWFTOUZsLTlDUzlCX3JzMUhUejNJdVplaFJEMmV4Wnp0MmRaeHhkeXM1UEtjSXJjaHM?oc=5,2025-09-07,Tolerance.ca,93,12,Sunday,September,2025,3,True,"Society, Ethics & Culture"
Revealed: What our biggest companies worry about when it comes to AI,https://news.google.com/rss/articles/CBMitAFBVV95cUxNamVKalBWZVpBVUJRWVUza3FyZEhUdjFNc19MbzdSVGpra1lYNm9sYmdtNjE3SzV0ZzJLeUNieERiMlRsdVNTNThlcFprUzRtVHVzb2xNWVFzN2pNVTA0Ni1PTDRUcXRPRDNOUUNCSnhNOVNlNkRhN2V3dU14TE1qVnNjM05rdTRBYTVJQXdXbjR1bEFmM0FjS2VTaC13VU5heVhPc1Y0UmVsc2RuZkJOYWh3bGI?oc=5,2025-09-07,AFR,74,14,Sunday,September,2025,3,True,"Sentiment (Positive / Negative Feelings); Emotion, Motivation & Well-being"
Meta plots London AI store debut in VR push,https://news.google.com/rss/articles/CBMilwFBVV95cUxOQW45LUNENXVWUmhLb3ktTHZKcHZGR1pfYjZKUnUyX25OeG1pQk5UQ1lFU19lTEdPTHFtLVU3SzVDS3Roejd0M0l4eUVCQ09qRGRsQnlfMUoxcmJ1dnRlNTdHRmdmNGFHYW5RRU1CRE9lSEs5TUpmcF81Q19zYzFmQjRYbXZ4M0hYQ0hvQzM1RnFJMm9UVXBB?oc=5,2025-09-07,The Telegraph,59,12,Sunday,September,2025,3,True,Technology & Interaction
